"URL"	"Status"	"Previous traffic"	"Current traffic"	"Traffic change"	"Previous traffic cost"	"Current traffic cost"	"Traffic cost change"	"Previous # of keywords"	"Current # of keywords"	"Keywords change"	"Previous # of ads"	"Current # of ads"	"Ads change"	"Previous top keyword"	"Current top keyword"	"Previous top keyword: Country"	"Current top keyword: Country"	"Previous top keyword: Volume"	"Current top keyword: Volume"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20snap%20on%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-299105642569&gclid=EAIaIQobChMIz-jQmuSkkQMV4TcIBR2_MiETEAAYAiAFEgKq_PD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVtSP2WjeeACI_GFdRa9hvwXy&gclid=EAIaIQobChMIz-jQmuSkkQMV4TcIBR2_MiETEAAYAiAFEgKq_PD_BwE"	"New"	""	"5"	"5"	""	"10.24"	"10.24"	""	"1"	"1"	""	"1"	"1"	""	"snap on dentures"	""	"United States"	""	"3100"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=185016943379&utm_term=snap-on%20veneers&creativeId=772156896954&adgroupid=185016943379&targetid=kwd-338300133803&gclid=EAIaIQobChMIqe3d7bvAkQMVO1R_AB2ApTn-EAAYAiAEEgJpBPD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVsLuSvBs5ihgpNtMavNk4Wd7&gclid=EAIaIQobChMIqe3d7bvAkQMVO1R_AB2ApTn-EAAYAiAEEgJpBPD_BwE"	"New"	""	"3"	"3"	""	"2.53"	"2.53"	""	"1"	"1"	""	"1"	"1"	""	"fake teeth covers"	""	"United States"	""	"700"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20snap%20in%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-645166315425&gclid=EAIaIQobChMIs8CJuf7KkQMV56paBR2R_jteEAAYAiAFEgK4EPD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVuuutrzIc2LsDM0B86FUkIuJ&gclid=EAIaIQobChMIs8CJuf7KkQMV56paBR2R_jteEAAYAiAFEgK4EPD_BwE"	"New"	""	"3"	"3"	""	"6.30"	"6.30"	""	"1"	"1"	""	"1"	"1"	""	"snap on dentures"	""	"United States"	""	"3100"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20snap%20in%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-645166315425&gclid=EAIaIQobChMIs8CJuf7KkQMV56paBR2R_jteEAAYAiAEEgIqQfD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVuuutrzIc2LsDM0B86FUkIuJ&gclid=EAIaIQobChMIs8CJuf7KkQMV56paBR2R_jteEAAYAiAEEgIqQfD_BwE"	"New"	""	"3"	"3"	""	"6.30"	"6.30"	""	"1"	"1"	""	"1"	"1"	""	"snap on dentures"	""	"United States"	""	"3100"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=185016943379&utm_term=snap-on%20veneers&creativeId=772156896954&adgroupid=185016943379&targetid=kwd-338300133803&gclid=EAIaIQobChMIqe3d7bvAkQMVO1R_AB2ApTn-EAAYAiAFEgIXPPD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVsLuSvBs5ihgpNtMavNk4Wd7&gclid=EAIaIQobChMIqe3d7bvAkQMVO1R_AB2ApTn-EAAYAiAFEgIXPPD_BwE"	"New"	""	"3"	"3"	""	"2.53"	"2.53"	""	"1"	"1"	""	"1"	"1"	""	"fake teeth covers"	""	"United States"	""	"700"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20snap%20in%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-645166315425&gclid=EAIaIQobChMIir_qqv2_kQMVURxECB0iDRy0EAAYAiAFEgJDCPD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVsLuSvBs5ihgpNtMavNk4Wd7&gclid=EAIaIQobChMIir_qqv2_kQMVURxECB0iDRy0EAAYAiAFEgJDCPD_BwE"	"New"	""	"3"	"3"	""	"6.44"	"6.44"	""	"1"	"1"	""	"1"	"1"	""	"lumineers teeth"	""	"United States"	""	"3200"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20snap%20in%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-645166315425&gclid=EAIaIQobChMIir_qqv2_kQMVURxECB0iDRy0EAAYAiAEEgKMu_D_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVsLuSvBs5ihgpNtMavNk4Wd7&gclid=EAIaIQobChMIir_qqv2_kQMVURxECB0iDRy0EAAYAiAEEgKMu_D_BwE"	"New"	""	"3"	"3"	""	"6.44"	"6.44"	""	"1"	"1"	""	"1"	"1"	""	"lumineers teeth"	""	"United States"	""	"3200"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=snap%20on%20smile&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-950403088&gclid=EAIaIQobChMInuSPvoSbkQMVorlaBR2PVQN7EAAYASAEEgLG1_D_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVtjMQBfDGF9rUqsRtksV14Fy&gclid=EAIaIQobChMInuSPvoSbkQMVorlaBR2PVQN7EAAYASAEEgLG1_D_BwE"	"New"	""	"2"	"2"	""	"4.01"	"4.01"	""	"1"	"1"	""	"1"	"1"	""	"snap on smile"	""	"United States"	""	"1500"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20snap%20on%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-299105642569&gclid=EAIaIQobChMIovqqh6aAkQMVVkp_AB0UhST4EAAYAiAEEgIp8vD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVsq41JLwav2hAGMPjVbxTDPd&gclid=EAIaIQobChMIovqqh6aAkQMVVkp_AB0UhST4EAAYAiAEEgIp8vD_BwE"	"New"	""	"2"	"2"	""	"6.05"	"6.05"	""	"1"	"1"	""	"1"	"1"	""	"best snap on veneers"	""	"United States"	""	"800"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20snap%20on%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-299105642569&gclid=EAIaIQobChMIovqqh6aAkQMVVkp_AB0UhST4EAAYAiAFEgJIMfD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVsq41JLwav2hAGMPjVbxTDPd&gclid=EAIaIQobChMIovqqh6aAkQMVVkp_AB0UhST4EAAYAiAFEgJIMfD_BwE"	"New"	""	"2"	"2"	""	"6.05"	"6.05"	""	"1"	"1"	""	"1"	"1"	""	"best snap on veneers"	""	"United States"	""	"800"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=snap%20on%20smile&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-950403088&gclid=EAIaIQobChMInuSPvoSbkQMVorlaBR2PVQN7EAAYASAFEgJJsvD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVtjMQBfDGF9rUqsRtksV14Fy&gclid=EAIaIQobChMInuSPvoSbkQMVorlaBR2PVQN7EAAYASAFEgJJsvD_BwE"	"New"	""	"2"	"2"	""	"4.01"	"4.01"	""	"1"	"1"	""	"1"	"1"	""	"snap on smile"	""	"United States"	""	"1500"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20snap%20on%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-299105642569&gclid=EAIaIQobChMIyuD56M--kQMVMnJHAR0OuhT4EAAYASADEgKFd_D_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVsLuSvBs5ihgpNtMavNk4Wd7&gclid=EAIaIQobChMIyuD56M--kQMVMnJHAR0OuhT4EAAYASADEgKFd_D_BwE"	"New"	""	"1"	"1"	""	"1.38"	"1.38"	""	"1"	"1"	""	"1"	"1"	""	"cost of teeth veneers"	""	"United States"	""	"600"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20snap%20in%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-645166315425&gclid=EAIaIQobChMI05Oy8KW8kQMVpzMIBR0meBlPEAAYAiAFEgLVqfD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVv5bIUWSJhGuc_zFWLIcUjWi&gclid=EAIaIQobChMI05Oy8KW8kQMVpzMIBR0meBlPEAAYAiAFEgLVqfD_BwE"	"New"	""	"1"	"1"	""	"2.09"	"2.09"	""	"1"	"1"	""	"1"	"1"	""	"fake teeth options"	""	"United States"	""	"700"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20snap%20on%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-299105642569&gclid=EAIaIQobChMI6oP08NvIkQMVpU1HAR2ucRG9EAAYASAFEgJSD_D_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVtetTN3Btg9bWOtEI2yRw_O_&gclid=EAIaIQobChMI6oP08NvIkQMVpU1HAR2ucRG9EAAYASAFEgJSD_D_BwE"	"New"	""	"1"	"1"	""	"0.83"	"0.83"	""	"1"	"1"	""	"1"	"1"	""	"price of veneers"	""	"United States"	""	"450"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=185016943379&utm_term=snap-on%20veneers&creativeId=772156896954&adgroupid=185016943379&targetid=kwd-338300133803&gclid=EAIaIQobChMI9---yJK9kQMVXjcIBR0iPQLLEAAYAiAFEgKGnPD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVv5bIUWSJhGuc_zFWLIcUjWi&gclid=EAIaIQobChMI9---yJK9kQMVXjcIBR0iPQLLEAAYAiAFEgKGnPD_BwE"	"New"	""	"1"	"1"	""	"2.00"	"2.00"	""	"1"	"1"	""	"1"	"1"	""	"removable veneers"	""	"United States"	""	"1000"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=185016943379&utm_term=snap-on%20veneers&creativeId=772156896954&adgroupid=185016943379&targetid=kwd-338300133803&gclid=EAIaIQobChMI9---yJK9kQMVXjcIBR0iPQLLEAAYAiAEEgKUwvD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVv5bIUWSJhGuc_zFWLIcUjWi&gclid=EAIaIQobChMI9---yJK9kQMVXjcIBR0iPQLLEAAYAiAEEgKUwvD_BwE"	"New"	""	"1"	"1"	""	"2.00"	"2.00"	""	"1"	"1"	""	"1"	"1"	""	"removable veneers"	""	"United States"	""	"1000"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20snap%20in%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-645166315425&gclid=EAIaIQobChMIsOrbmb7EkQMVGyzUAR3Zgw6OEAAYASAFEgLE__D_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVvalPf6quQgzLXVv3M3fnLHQ&gclid=EAIaIQobChMIsOrbmb7EkQMVGyzUAR3Zgw6OEAAYASAFEgLE__D_BwE"	"New"	""	"1"	"1"	""	"2.13"	"2.13"	""	"1"	"1"	""	"1"	"1"	""	"cheap options for missing teeth"	""	"United States"	""	"1600"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20snap%20in%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-645166315425&gclid=EAIaIQobChMIwIOZsayCkQMV1kFIAB194jCjEAAYAiADEgJunPD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVu-U9nEUrO1y7n-CO5FYOchK&gclid=EAIaIQobChMIwIOZsayCkQMV1kFIAB194jCjEAAYAiADEgJunPD_BwE"	"New"	""	"1"	"1"	""	"1.10"	"1.10"	""	"1"	"1"	""	"1"	"1"	""	"dentures that you can wear all the time"	""	"United States"	""	"1000"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20snap%20in%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-645166315425&gclid=EAIaIQobChMIwIOZsayCkQMV1kFIAB194jCjEAAYAiAEEgJTQvD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVu-U9nEUrO1y7n-CO5FYOchK&gclid=EAIaIQobChMIwIOZsayCkQMV1kFIAB194jCjEAAYAiAEEgJTQvD_BwE"	"New"	""	"1"	"1"	""	"1.10"	"1.10"	""	"1"	"1"	""	"1"	"1"	""	"dentures that you can wear all the time"	""	"United States"	""	"1000"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20snap%20on%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-299105642569&gclid=EAIaIQobChMI6oP08NvIkQMVpU1HAR2ucRG9EAAYASAEEgLek_D_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVtetTN3Btg9bWOtEI2yRw_O_&gclid=EAIaIQobChMI6oP08NvIkQMVpU1HAR2ucRG9EAAYASAEEgLek_D_BwE"	"New"	""	"1"	"1"	""	"0.83"	"0.83"	""	"1"	"1"	""	"1"	"1"	""	"price of veneers"	""	"United States"	""	"450"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20snap%20on%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-299105642569&gclid=EAIaIQobChMIyuD56M--kQMVMnJHAR0OuhT4EAAYASAEEgIfY_D_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVsLuSvBs5ihgpNtMavNk4Wd7&gclid=EAIaIQobChMIyuD56M--kQMVMnJHAR0OuhT4EAAYASAEEgIfY_D_BwE"	"New"	""	"1"	"1"	""	"1.38"	"1.38"	""	"1"	"1"	""	"1"	"1"	""	"cost of teeth veneers"	""	"United States"	""	"600"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20snap%20in%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-645166315425&gclid=EAIaIQobChMIsOrbmb7EkQMVGyzUAR3Zgw6OEAAYASAEEgLAIvD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVvalPf6quQgzLXVv3M3fnLHQ&gclid=EAIaIQobChMIsOrbmb7EkQMVGyzUAR3Zgw6OEAAYASAEEgLAIvD_BwE"	"New"	""	"1"	"1"	""	"2.13"	"2.13"	""	"1"	"1"	""	"1"	"1"	""	"cheap options for missing teeth"	""	"United States"	""	"1600"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20snap%20in%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-645166315425&gclid=EAIaIQobChMI05Oy8KW8kQMVpzMIBR0meBlPEAAYAiAEEgLTuvD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVv5bIUWSJhGuc_zFWLIcUjWi&gclid=EAIaIQobChMI05Oy8KW8kQMVpzMIBR0meBlPEAAYAiAEEgLTuvD_BwE"	"New"	""	"1"	"1"	""	"2.09"	"2.09"	""	"1"	"1"	""	"1"	"1"	""	"fake teeth options"	""	"United States"	""	"700"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20snap%20in%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-645166315425&gclid=EAIaIQobChMIgOiQhIvLkQMVxJ1aBR2tOTmZEAAYASAFEgJLqPD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVuuutrzIc2LsDM0B86FUkIuJ&gclid=EAIaIQobChMIgOiQhIvLkQMVxJ1aBR2tOTmZEAAYASAFEgJLqPD_BwE"	"New"	""	"0"	""	""	"0.05"	"0.05"	""	"1"	"1"	""	"1"	"1"	""	"cost for veneers per tooth"	""	"United States"	""	"50"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20snap%20on%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-299105642569&gclid=EAIaIQobChMI9pz5kpKzkQMV5FxHAR36agKVEAAYASAEEgLz6_D_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVt04eTWhraUZ_bDebK2JOQpp&gclid=EAIaIQobChMI9pz5kpKzkQMV5FxHAR36agKVEAAYASAEEgLz6_D_BwE"	"New"	""	"0"	""	""	"0.26"	"0.26"	""	"1"	"1"	""	"1"	"1"	""	"prepless veneers"	""	"United States"	""	"600"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=185016943379&utm_term=snap%20on%20teeth%20veneers&creativeId=772156896954&adgroupid=185016943379&targetid=kwd-297124761965&gclid=EAIaIQobChMI6-C6nuibkQMVu5taBR1FPCPKEAAYAiAEEgK1tvD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVth2VqobrDOKdjRKrJktxzm1&gclid=EAIaIQobChMI6-C6nuibkQMVu5taBR1FPCPKEAAYAiAEEgK1tvD_BwE"	"New"	""	"0"	""	""	"0.18"	"0.18"	""	"1"	"1"	""	"1"	"1"	""	"snap on teeth veneers"	""	"United States"	""	"450"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=185016943379&utm_term=snap%20on%20teeth%20veneers&creativeId=772156896954&adgroupid=185016943379&targetid=kwd-297124761965&gclid=EAIaIQobChMI6qv72oCwkQMVcIBaBR1xYgaZEAAYAiAEEgIzlfD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVuUt9PZY2IGgbp7Et-S3dXHp&gclid=EAIaIQobChMI6qv72oCwkQMVcIBaBR1xYgaZEAAYAiAEEgIzlfD_BwE"	"New"	""	"0"	""	""	"0.50"	"0.50"	""	"1"	"1"	""	"1"	"1"	""	"removable veneers you can eat with"	""	"United States"	""	"200"
"https://consumerlifetips.com/top-snap-on-veneers/?utm_source=google&utm_medium=cpc&utm_id=22978901242&utm_content=182629825177&utm_term=best%20pop%20in%20veneers&creativeId=772157188296&adgroupid=182629825177&targetid=kwd-904672384273&gclid=EAIaIQobChMIvNSih5zmkQMVYllIAB0zHhe8EAAYASAEEgItTPD_BwE&gad_source=1&gad_campaignid=22978901242&gbraid=0AAAAAp_5rVsteJV1eRq9AOa47gIEopcTK&gclid=EAIaIQobChMIvNSih5zmkQMVYllIAB0zHhe8EAAYASAEEgItTPD_BwE"	"New"	""	"0"	""	""	"0.15"	"0.15"	""	"1"	"1"	""	"1"	"1"	""	"dental overlays"	""	"United States"	""	"150"
